cre,gen,age,mar,hou,work,job,ind,sal,lb,aolu,tlr,ca,cl,pd,lu
good,2,54.05,2,2,5,1,3,25000,602364,93051,74.95,169000,219001,0,1
good,1,36.04,2,2,5,2,3,50000,1723788,46746,11.63,290000,50000,1,1
bad,2,53.05,2,2,5,2,3,100000,1925358,184637,28.43,290000,304300,4,1
good,1,36.05,2,3,1,2,3,30000,594644,12493,21.05,200000,15000,3,1
good,2,45.06,2,2,5,1,5,20000,910801,171840,68.18,300000,333484,1,2
good,1,30.05,2,3,5,2,3,24,848496,91011,32.5,200000,578958,1,1
good,1,29.05,2,2,4,1,3,30000,0,0,12.7,124000,0,1,1
good,2,29.05,1,2,5,2,3,50000,0,0,49.84,138000,0,3,1
good,1,32.05,2,2,5,2,3,50000,2267178,76344,23.99,299000,538624,0,1
good,2,40.06,2,2,1,2,2,42000,630261,71429,31.97,200000,79000,0,1
good,2,52.07,2,2,5,2,5,50000,1539100,38714,54.62,180000,206320,2,2
good,2,51.07,2,2,1,2,5,60000,248575,102922,65.75,350000,424000,1,2
good,2,47.07,2,1,5,2,5,80000,367485,101987,23.8,500000,154000,2,2
good,2,35.06,2,3,5,2,2,40000,680367,65846,35.71,80000,116001,2,1
good,2,41.06,2,2,3,1,4,10000,227498,0,15.65,90000,16000,0,1
good,2,38.06,2,1,5,2,3,50000,2066872,79415,22.25,300000,193000,0,1
good,2,25.05,1,2,5,2,2,100000,2224782,98155,21.35,468000,132000,1,1
bad,1,34.06,2,3,5,2,3,30000,982220,63309,10.12,200000,123000,3,1
good,1,35.07,2,3,5,2,3,50000,503577,76840,37.33,230000,230000,0,3
good,2,45.07,1,1,5,2,5,40000,892226,59357,47.02,300000,206000,0,1
good,2,33.06,2,1,1,2,2,46000,772710,74594,22.16,200000,141000,0,1
good,1,44.08,1,2,5,2,5,70000,599121,159474,56.09,250000,453380,0,1
good,1,36.07,2,2,5,2,5,15000,166901,31401,21.35,235000,159000,0,1
good,1,43.08,2,1,5,1,4,20000,0,0,74.8,159000,0,0,1
good,1,29.07,2,1,5,1,2,8000,84320,110537,6.72,120000,429500,0,2
good,1,55.09,2,2,5,2,5,80000,379643,58078,14.83,500000,916968,2,2
good,1,39.08,2,2,1,2,3,30000,735537,376844,74.99,219000,974200,0,3
bad,2,37.08,2,3,5,2,3,70000,195793,5001,29.19,250000,58000,3,1
good,2,33.07,2,2,5,2,2,50000,1091860,55684,24.76,370000,85011,0,1
good,1,52.09,2,2,5,2,5,40000,1788289,81171,16.42,500000,120000,0,1
good,2,55.09,2,3,5,2,5,60000,852810,0,36.2,300000,0,0,1
good,1,35.08,2,3,2,2,3,12000,377290,5680,41.16,152000,93000,0,1
good,1,31.07,2,2,5,2,5,50000,319597,5765,32.09,450000,77000,0,2
good,1,52.09,1,2,5,2,2,50000,1335027,63914,21.82,384000,223600,0,1
good,1,26.07,2,1,2,2,3,40000,197440,352766,70.07,278000,459230,0,1
good,1,45.08,2,2,5,2,5,80000,1721068,45173,16.12,500000,316000,0,1
good,2,39.08,2,2,1,2,3,60000,1140115,165056,30.03,450000,189000,0,1
good,2,44.08,1,1,2,1,2,10000,333398,112391,26.54,100000,143000,3,1
good,2,46.08,2,2,5,1,2,20000,1276466,54213,19.99,250000,135000,1,1
bad,2,42.09,2,2,5,2,3,80000,681483,147131,72.62,279000,108000,1,1
bad,2,27.08,2,2,5,1,2,24,1203235,87250,33,250000,86000,3,1
good,1,44.09,2,2,5,2,2,102,573416,11402,24.15,300000,20000,0,1
good,1,40.09,2,2,5,1,2,50000,1691978,281267,41.41,280000,319000,0,1
good,2,50.09,2,2,5,2,5,30000,469387,144127,72.61,200000,176000,0,1
good,1,27.09,2,2,5,1,3,25000,203774,260519,22.64,290000,177222,0,2
good,1,32.09,2,2,1,1,5,13000,729605,183126,31.14,200000,230810,0,1
good,1,34.09,2,2,5,2,2,15000,199194,117949,39.5,360000,125000,3,2
good,2,55.11,2,2,5,2,2,60000,887618,0,12.3,200000,68660,0,1
good,2,26.08,1,1,5,2,5,50000,1302214,49337,21.32,320000,90500,0,1
good,2,27.09,2,2,5,2,2,50000,3119615,38941,14.38,500000,100000,0,1
good,1,47.1,2,2,5,2,2,100000,355107,205686,46.35,500000,261400,0,2
good,2,39.1,2,2,5,2,1,100000,988235,76940,74.93,173000,222574,2,1
good,2,51.1,2,2,5,2,2,100000,1139122,0,19.07,500000,88001,1,1
good,1,41.1,2,2,1,2,2,30000,811175,17956,20.26,200000,33000,0,1
good,2,50.1,2,2,1,2,2,80000,380429,0,15.93,290000,0,0,1
good,2,46.1,2,2,2,2,3,75000,1770630,92643,19.26,500000,103000,0,1
good,2,53.11,2,2,5,1,3,15,1232571,3256,25.88,420000,60000,1,1
good,2,28.09,2,2,5,2,3,30000,95066,16027,32.12,88000,20634,0,2
good,2,50.1,2,2,5,2,2,18000,627924,40939,19.55,200000,80500,0,1
good,2,34.09,2,2,5,2,5,40000,525064,127014,56.82,157000,402670,7,1
good,2,28.09,2,2,3,1,4,12500,1354990,368145,35.03,300000,585200,0,1
good,1,37.1,2,2,5,1,2,20000,1975214,137446,22.84,300000,194000,0,1
good,1,51.11,2,2,5,1,2,10000,351334,76684,18,500000,789110,0,2
good,2,45.11,2,2,5,1,3,35000,1023031,0,65.15,297000,70011,0,1
good,1,40.1,1,3,2,1,3,35000,2170722,243442,35.88,500000,323500,6,1
good,1,31.1,2,2,1,2,5,30000,815660,155318,60.22,200000,134000,1,1
good,2,31.1,2,2,2,1,5,40000,84320,132014,69.63,120000,173918,0,2
good,1,36.1,2,2,5,2,5,100000,2936745,104846,7.63,500000,207445,0,1
bad,1,38.11,2,2,5,1,2,10000,123723,78882,25.86,170000,90000,1,1
good,2,28.1,1,2,5,1,5,9000,357074,80495,49.9,80000,60000,0,1
good,1,45.11,1,1,5,2,3,20000,53266,18977,35.06,75000,21000,0,2
good,2,38.11,2,2,1,2,5,30000,817021,85577,48.08,150000,198718,1,1
good,2,45.12,2,2,5,2,5,50000,399123,186399,55.79,420000,496700,0,2
good,1,39.12,2,3,5,2,5,12000,928481,52237,12.32,300000,90000,2,1
good,2,53.12,1,3,5,2,3,50000,0,0,39.71,298000,0,0,1
good,2,50.12,2,2,1,2,3,60000,794117,5123,23.28,135000,10000,0,1
good,2,51.13,2,2,3,1,4,30000,1439716,208660,58.64,290000,433000,0,1
good,2,41.12,2,1,3,1,4,20000,1309999,138164,33.09,290000,159000,3,1
good,2,37.12,2,3,5,2,5,20000,1133887,10070,31.54,396000,244160,0,1
bad,2,45.12,2,2,5,2,2,50000,383234,92154,68.69,370000,94000,3,2
good,2,34.12,2,2,5,2,5,60000,507413,195687,58.39,210000,280000,0,1
good,1,34.12,2,3,5,2,5,30000,88196,116863,73.82,120000,126000,6,3
good,2,37.12,2,2,5,2,3,40000,1168232,121440,40.87,434000,455570,1,1
good,1,32.12,2,2,5,2,2,10000,530462,111148,25.35,250000,116000,1,1
good,1,52.13,2,2,5,2,5,80000,890057,0,12.07,500000,83000,7,1
good,1,29.12,2,2,5,1,3,84,1044507,139835,38.5,240000,207000,1,1
good,1,35.12,2,1,1,2,2,50000,85226,15135,20.94,120000,20000,0,3
good,2,36.12,2,2,4,1,3,9000,468284,135350,56.29,100000,153000,0,1
good,2,53.13,2,2,5,2,3,15000,146195,110926,73.86,139000,115000,0,2
good,1,42.13,1,2,5,2,2,100000,1627741,99281,17.37,500000,148000,0,1
good,1,32.13,2,3,5,1,2,21206,494082,46325,30.9,210000,79500,0,1
good,2,36.13,1,2,5,2,3,80000,3215720,252378,30.06,500000,407001,0,1
good,2,48.14,2,2,5,2,5,80000,343959,487690,56.8,350000,628800,4,1
good,2,50.14,2,2,5,2,5,50000,1016816,153398,55.95,295000,457350,0,2
good,2,45.14,2,2,1,2,3,50000,1611576,1680,23.96,172000,63000,0,1
good,1,42.14,1,2,5,2,3,100000,798527,16984,49.24,250000,82000,0,1
good,2,26.13,1,2,4,1,5,7000,105350,138886,74.63,140000,328341,2,2
good,2,35.14,2,2,5,2,2,30000,1123844,173901,57.48,350000,481920,1,2
good,1,29.13,2,2,5,2,3,30000,213141,7239,26.47,290000,278750,0,2
good,1,39.14,2,2,5,1,3,1.2,87334,22745,29.32,120000,28000,0,3
good,1,35.14,2,3,5,1,5,10000,2093935,21558,19.59,350000,74000,0,1
good,2,55.15,2,1,5,2,5,85000,1118630,67661,18.37,200000,80000,0,1
good,1,42.14,2,2,5,2,5,50000,73497,28861,16.83,100000,49000,3,3
good,2,40.14,2,2,1,2,2,20000,752027,68762,33.12,240000,92500,5,3
good,2,40.14,2,2,5,2,2,30000,544255,59277,41.6,135000,175333,1,1
good,1,37.14,2,2,5,2,2,50000,5378261,263530,56.85,500000,1358230,0,1
good,1,42.14,2,3,5,2,2,50000,3437989,60332,17.52,500000,325970,0,1
good,1,45.15,2,2,1,2,3,50000,950361,99620,20.73,260000,150000,0,1
good,1,28.13,2,3,6,2,2,60000,0,0,27.23,150000,0,0,3
good,2,31.14,2,1,2,1,3,30000,488905,58299,74.87,80000,128536,0,1
good,1,31.14,2,2,1,2,2,40000,0,0,34.33,200000,0,0,1
bad,2,45.15,2,2,5,2,2,40000,970962,225082,69.65,180000,301900,3,1
good,1,43.15,2,2,1,2,3,150000,41601,87281,74.77,70000,236541,0,2
good,2,35.15,2,3,3,1,2,20000,553064,14765,14.48,299000,44889,0,3
good,2,44.16,2,3,5,2,5,0,213141,42082,42.22,290000,273960,0,2
good,1,27.15,2,2,5,2,2,50000,607429,94583,35.16,150000,155000,0,1
good,2,36.15,2,3,3,1,5,12000,865406,5100,23.8,200000,134000,0,1
good,2,48.16,2,2,4,1,5,13000,1566728,149077,32.54,480000,195002,0,1
good,2,44.16,2,2,5,2,2,100000,106974,12717,26.4,180000,63000,0,3
good,2,36.19,2,2,5,2,1,50000,985403,39125,32.11,390000,55000,1,1
good,1,33.19,2,2,5,2,3,60000,737816,50169,25.33,337000,353200,0,1
good,2,35.2,2,2,1,2,2,30000,458460,15657,45.8,150000,53000,1,3
bad,1,26.2,2,1,5,2,3,80000,18179,0,32.03,300000,60001,5,1
good,1,47.22,2,1,5,2,2,50000,239237,66647,55.57,158000,69001,0,1
good,2,49.22,2,2,5,2,2,50000,527280,4696,53.52,300000,202981,0,2
good,2,28.2,2,2,3,1,3,75000,1582045,2,19.68,400000,161010,0,1
good,2,25.2,1,2,5,1,5,26000,645667,262494,26.01,120000,386944,0,1
good,1,45.22,1,2,5,2,3,90000,1044032,310385,54.2,500000,310000,0,1
good,1,36.22,2,2,5,2,2,50000,599398,172701,74.97,184000,474407,0,2
good,2,37.22,2,3,5,2,3,35000,1491851,192201,74.96,90000,334555,1,2
good,1,27.21,2,2,2,1,3,15000,514477,150785,51.04,84000,188012,0,1
good,2,29.21,2,1,1,2,3,50000,1443662,249460,74.96,119000,641200,2,1
good,2,45.22,2,1,1,2,2,150000,1861651,421073,37.8,443000,716400,1,1
good,2,40.23,2,2,5,2,2,30000,0,0,53.03,100000,0,0,1
good,2,47.24,2,2,5,2,2,50000,1229583,27110,9.02,100000,142000,0,1
bad,1,45.24,2,3,5,2,2,60000,968799,2063,27.08,250000,90000,3,1
good,1,31.23,2,1,1,2,2,50000,363257,134520,48.6,340000,384150,0,2
good,1,42.24,2,3,5,2,2,40000,0,0,34.44,176000,0,3,1
good,1,38.23,2,2,2,2,3,20000,632050,1430,35.4,112000,142960,0,1
good,1,41.24,2,2,5,2,3,50000,535502,224451,61.73,280000,230000,1,1
good,2,28.23,2,2,5,2,2,40000,281582,136279,29.82,268000,106110,0,2
good,1,42.24,2,2,5,2,2,100000,189718,104239,39.09,320000,160431,0,3
good,1,42.24,2,2,5,2,5,60000,275910,55973,33.01,300000,358970,1,2
good,2,42.24,2,3,1,2,2,60000,1418544,47883,10.93,100000,85250,1,1
good,1,37.24,2,2,5,1,2,88900,0,0,59.99,500000,0,0,1
good,2,42.24,2,2,1,2,5,35000,882530,140520,73.61,83000,271446,0,2
good,1,42.24,2,1,1,2,2,60000,128792,168680,54.99,170000,175000,0,3
good,2,52.25,2,2,4,1,4,50000,975165,8529,20.15,281000,40000,0,1
good,2,27.23,2,2,1,2,3,120000,549017,96503,31.39,170000,118058,0,1
good,2,33.24,2,1,5,2,2,42000,871520,81141,33.25,200000,86000,0,1
good,1,47.25,2,2,1,2,2,90000,1304435,0,28.55,500000,145000,1,1
good,1,51.25,2,1,5,2,3,50000,585486,2278,21.28,198000,93000,0,1
bad,1,26.24,1,1,5,2,3,250000,2615451,18759,14.54,500000,88000,6,1
good,1,42.25,2,2,5,2,5,80000,1491837,195668,30.98,286000,495811,0,1
good,1,39.25,2,2,5,2,5,110000,862133,107359,24.49,500000,148500,0,3
good,2,31.24,1,2,4,1,3,25000,673412,16903,21.6,140000,88500,0,1
good,2,32.25,2,2,5,2,5,25000,195760,20025,23.41,100000,23000,0,3
good,2,43.25,2,3,5,2,3,100000,781062,43475,42.15,171000,299100,0,1
good,1,50.26,1,1,2,2,5,100000,378800,53024,56.29,500000,15200,0,2
good,1,27.25,2,1,5,2,3,101500,2438770,316662,15.48,380000,739000,0,1
good,2,45.26,2,1,5,2,2,100000,294039,189739,74.99,133000,225000,0,3
good,1,38.25,2,1,2,2,3,20000,609291,50151,28.5,100000,99000,0,1
good,2,50.26,2,2,1,2,3,45000,1002428,40573,41.71,200000,70000,0,1
good,2,37.25,2,2,5,1,2,80000,489310,0,20.65,178000,3366,1,1
good,2,46.26,2,2,5,2,2,30000,106658,133842,74.26,120000,253100,0,2
good,1,35.25,2,2,2,1,2,80000,823236,695,14.26,150000,23010,0,1
good,1,34.25,1,2,5,2,3,40000,560148,4830,13.13,100000,6000,8,1
good,1,36.25,2,2,3,1,5,30000,167713,0,20.38,100000,85501,0,1
good,1,44.26,2,2,4,1,3,28500,1798141,274172,70.71,160000,506250,0,1
good,2,36.25,2,2,1,2,5,90000,657204,89485,21.98,290000,253333,0,1
good,2,41.26,2,3,5,2,3,30000,332331,62480,45.67,100000,259600,2,1
good,2,44.26,2,3,5,1,2,47000,751400,44123,36.55,264000,457259,0,1
good,2,30.25,2,2,5,2,5,100000,2186904,143733,27.59,490000,260000,0,1
good,2,39.26,1,3,5,2,5,120000,2124634,268897,54.38,500000,358000,0,1
bad,2,53.28,2,2,1,2,3,70000,387682,0,40.29,200000,288752,0,2
good,1,33.26,2,3,1,2,3,30000,113640,84835,37.18,150000,242875,0,1
good,2,44.27,2,3,5,2,5,30000,715631,109082,69.8,100000,154400,0,1
good,1,44.28,2,2,5,2,2,100000,181824,16611,20.9,240000,121705,0,3
good,2,33.27,2,3,4,1,5,40000,1020039,184468,56,225000,390000,0,1
good,1,49.28,2,2,5,2,2,50000,189400,51979,20.66,250000,236000,0,3
good,1,40.27,1,2,5,2,3,60000,1827537,256477,71.15,300000,322001,0,1
good,2,39.28,2,2,1,2,5,40000,237583,8781,33.94,240000,10000,2,2
good,1,28.27,1,2,5,1,3,20000,369637,32418,22.27,112000,54000,0,1
good,1,38.28,2,3,1,2,3,32000,623458,19660,32.22,179000,95000,0,1
good,2,52.29,2,2,3,2,3,50000,992232,7292,43.77,220000,308610,1,1
good,2,47.28,2,3,2,2,3,150000,3076010,129125,21.21,500000,215000,0,1
good,2,39.29,2,2,2,1,3,20000,357196,36822,32.24,70000,51989,0,1
good,2,37.29,2,1,5,2,5,60000,219704,169307,48.6,290000,290000,4,2
good,2,43.29,2,2,1,2,2,200000,1306973,483412,33.76,500000,533001,0,2
good,1,35.29,2,3,5,1,5,45000,492319,251409,74.95,131000,274000,1,1
good,2,34.29,2,2,5,1,3,24400,312738,199200,74.92,30000,196000,1,1
good,1,31.29,2,1,5,2,5,30000,75760,79189,58.53,100000,117000,0,1
good,1,40.29,2,2,5,1,3,36000,618449,14762,8.6,80000,115492,0,1
good,1,39.29,1,2,5,2,3,44000,733871,205221,67.62,251000,228101,0,1
good,2,27.29,1,2,5,2,2,30000,567749,50941,51.35,160000,113000,0,1
good,2,46.3,2,2,1,2,1,140000,1198778,52825,66.36,220000,199090,0,1
good,1,35.29,1,1,5,2,5,80000,274980,177095,74.84,165000,597000,0,2
good,2,27.29,2,1,5,2,2,55000,586811,53344,23.99,200000,53600,0,1
good,2,49.3,2,2,5,2,2,300000,4550031,2017,7.29,500000,130010,0,1
good,1,31.29,2,3,5,1,3,43000,1100629,132215,21.29,230000,240000,0,1
good,1,48.3,1,1,5,2,5,28000,1083609,245024,72.3,100000,355000,0,1
good,1,44.3,1,2,2,1,2,80000,1669824,59962,29.89,300000,136000,0,1
good,1,43.3,2,3,2,2,1,200000,343903,197155,24.61,440000,1150000,0,3
good,2,31.3,2,2,5,2,5,80000,1398669,86023,29.08,500000,110600,1,2
good,1,34.3,2,3,1,2,5,98000,390798,133538,32.14,500000,348020,0,2
good,1,48.31,2,2,5,2,2,70000,273559,275448,36.31,350000,506049,0,3
good,1,33.3,2,2,1,1,3,17355,276957,113330,44.83,210000,223629,2,3
good,1,34.3,2,2,2,2,3,60000,279437,160961,66.39,300000,199384,0,3
good,2,52.32,1,1,5,1,2,30000,820816,569,13.72,112000,23600,0,1
bad,1,44.31,2,2,5,2,3,100000,2023246,243129,68.1,370000,421201,3,1
good,1,33.3,2,3,1,2,3,20000,254937,2966,19.25,100000,15000,0,1
good,2,54.32,2,1,3,1,3,20000,679794,25439,16.1,112000,92333,0,1
good,2,38.31,2,2,5,2,2,61000,3598984,74263,25.38,228000,183000,0,1
good,2,40.31,2,3,5,2,3,160000,362332,966101,71.2,450000,1013000,0,1
good,2,28.31,2,2,1,2,3,60000,1447401,181403,40.25,300000,241000,0,2
good,1,41.32,1,1,1,2,5,60000,226663,42842,25.62,290000,81001,0,3
bad,1,44.32,1,3,1,2,5,100000,1842910,0,20.9,450000,0,4,1
bad,1,54.33,2,2,5,2,5,80000,698210,66816,43.31,360000,105000,2,3
good,1,34.31,2,1,5,2,3,100000,2703043,499521,53.92,500000,792000,1,1
good,1,48.32,2,3,5,2,5,120000,402591,140185,41.5,500000,1278054,0,3
good,1,44.32,2,2,5,2,2,100000,743714,5154,34.78,244000,58200,0,1
good,2,44.32,2,2,1,2,2,80000,2625056,3460,28.79,150000,126760,0,2
good,2,40.32,2,3,5,1,2,25000,390164,47706,20.6,140000,98000,0,1
good,1,39.32,2,2,5,2,2,150000,64762,51006,49.36,240000,116498,0,3
good,2,29.31,1,2,5,2,2,75000,106858,16103,61.69,396000,264795,0,1
good,2,30.32,2,2,1,2,3,30000,124102,4079,39.99,196000,160580,0,2
good,2,30.32,2,3,1,2,3,50000,366579,1704,28.64,170000,12000,0,1
good,2,33.32,2,2,2,1,3,36000,289684,1914,27.98,200000,48000,0,1
good,2,36.33,1,1,5,2,3,30000,1205940,255757,33.89,150000,418267,0,1
good,1,45.33,2,1,5,2,2,100000,1155633,174062,24.55,500000,650000,1,1
good,1,41.33,2,3,5,2,2,100000,304823,0,18.6,390000,50000,1,3
good,1,47.33,2,2,1,2,2,50000,80518,0,14.49,100000,2000,1,3
good,1,35.33,2,2,1,1,3,25000,461869,14403,27.23,130000,16000,0,1
good,2,37.33,1,3,5,2,5,35000,277372,169780,60.23,180000,466000,0,1
good,1,34.33,2,3,5,2,2,80000,987164,27604,68.4,280000,73000,0,1
good,2,35.33,2,2,4,2,5,100000,1431351,4363,46.03,500000,1095400,0,2
good,1,33.33,2,3,1,2,3,40000,247694,35906,23.32,200000,69500,0,3
good,2,53.34,2,2,5,2,2,90000,2668820,167508,25.02,200000,233007,0,2
good,1,27.33,1,3,5,2,3,22000,627227,201291,51.23,82000,327820,1,1
good,2,29.33,1,1,5,1,2,160000,1443412,0,20.65,472000,100534,0,1
good,1,39.34,2,2,5,2,3,65000,422979,61801,22.49,300000,160000,0,3
good,2,30.33,2,2,3,2,4,80000,940749,98765,42.35,299000,435133,2,2
good,2,39.34,2,2,5,2,3,100000,422798,585396,72.68,500000,898000,0,1
good,2,27.34,2,1,5,1,3,40000,777120,21106,24.57,200000,62400,1,1
good,2,29.34,2,2,1,2,2,70000,362265,18864,18.77,80000,40900,0,1
good,1,51.35,2,2,5,2,2,50000,180573,121296,46.16,150000,171000,0,3
good,1,45.35,2,2,5,2,2,200000,1599533,168175,39.95,441000,342000,0,1
good,1,36.35,2,2,4,2,5,60000,771059,48884,44.59,180000,73500,4,1
good,1,39.35,2,3,5,2,5,24000,21774,98900,70.58,120000,143007,0,3
good,2,52.36,2,3,5,2,3,100000,48992,30052,68.66,270000,50010,0,1
good,2,31.35,2,3,2,1,3,30000,64159,171024,75,84000,232400,0,3
good,2,30.34,2,3,1,2,3,37392,647275,3956,37.35,150000,5000,0,1
good,2,33.35,2,2,2,1,3,30000,599804,9630,15.47,100000,30000,1,1
good,2,27.35,1,2,5,2,2,150000,1799248,3080,17.48,500000,71000,0,1
good,2,46.36,2,3,1,2,3,48000,43548,0,46.56,240000,1000,0,3
good,2,43.36,2,2,1,2,2,97000,1685167,107054,72.25,480000,133000,1,3
good,1,38.35,2,2,2,1,3,60000,381901,134344,36.62,500000,154000,1,4
good,2,43.36,2,2,5,2,3,80000,275581,0,27.23,300000,0,0,2
good,2,37.35,2,3,5,2,3,50000,1088624,619359,33.5,148000,37000,0,1
good,1,47.36,1,2,1,2,3,60000,906660,44095,28.5,250000,77000,0,3
good,2,31.36,2,3,5,2,5,75000,665673,143843,57.02,120000,294001,0,1
good,1,34.36,2,2,1,2,5,60000,220527,83220,47.25,200000,327000,0,1
good,2,54.38,1,1,1,2,3,30000,117240,0,18.84,150000,14000,0,3
good,2,45.37,2,3,5,2,5,40000,484477,303,18.84,200000,39000,0,3
good,2,30.36,1,3,2,1,5,55640,2360344,732315,74.94,150000,1503400,0,1
good,2,48.38,2,3,5,2,2,60000,594631,21329,33.11,100000,191610,2,1
good,1,46.37,2,2,2,1,3,22000,76380,2200,16.22,100000,51000,0,3
good,1,48.38,2,2,5,2,3,60000,189952,107868,30.66,300000,269800,0,3
bad,1,44.38,2,2,5,2,3,50000,577409,179798,72.5,220000,87000,3,1
good,1,45.38,2,1,2,1,2,96000,372877,139561,33.4,480000,152001,0,3
good,2,37.37,2,2,5,1,3,90000,2136346,5915,22.85,500000,135001,3,1
good,2,42.37,2,1,5,2,2,50000,125837,135898,74.96,161000,144000,0,2
good,1,31.37,2,3,5,2,2,90000,1773376,10929,21.67,500000,90604,0,1
good,2,31.37,1,2,1,2,5,40000,1859515,65607,28.29,200000,114000,0,1
good,2,44.38,2,2,5,1,2,21000,566426,41966,19.25,100000,148500,0,1
good,2,44.38,2,2,5,2,2,45000,874748,224217,63,160000,232001,0,1
good,1,43.38,2,2,5,2,2,24000,93792,83678,54.77,120000,80200,0,3
good,1,34.37,1,2,5,1,5,37760,1085669,49619,16.19,150000,56000,0,1
good,2,42.38,2,3,5,1,2,46500,180224,34300,19.9,232000,310848,0,3
good,1,34.37,2,2,2,1,3,50000,1632832,54005,26.55,281000,204601,0,1
good,2,46.38,2,3,1,2,5,150000,1634479,327565,23.39,300000,141001,0,3
good,2,39.38,2,2,3,1,3,15000,495453,2560,27.12,84000,202000,0,1
good,1,32.37,2,2,2,1,3,98096,1435119,307133,43.51,320000,482228,0,1
good,2,36.38,2,3,3,1,3,30000,80077,38699,19.04,100000,40000,5,1
good,1,41.39,2,2,2,1,3,80000,1243372,98256,17.98,100000,247200,1,1
good,1,39.39,1,1,1,2,5,150000,2126724,116910,69.18,500000,674401,0,1
good,2,35.38,2,2,2,2,3,61000,886116,132015,18.41,300000,316893,0,3
good,2,38.39,2,3,1,2,3,40000,729397,50708,38.11,150000,119001,0,1
good,2,44.39,2,2,5,2,5,100000,192892,19464,22.34,240000,50000,2,3
good,1,45.39,2,2,5,2,3,80000,165338,238466,73.06,200000,483000,0,3
good,1,43.39,2,2,5,2,2,80000,60279,283346,74.97,75000,395000,0,3
good,1,33.38,2,2,5,1,2,50000,160154,70809,21.97,200000,89500,2,2
good,1,30.38,2,3,5,2,2,50000,64625,38132,61.08,240000,80000,0,3
good,1,28.38,1,2,1,1,3,26000,218330,145387,40.54,195000,284562,0,2
good,1,45.39,1,2,2,2,5,88000,905106,29346,17,200000,67000,0,1
good,2,31.39,2,2,1,2,2,80000,96446,3671,26.92,120000,23000,0,2
good,1,40.39,2,2,5,1,3,50000,239431,83564,31.9,299000,155667,0,2
good,2,45.39,2,3,5,2,2,200000,458334,0,20.98,224000,22500,1,1
good,1,28.38,2,2,4,1,4,30000,583535,5700,13.61,110000,87000,0,1
good,1,40.39,2,3,1,2,3,80000,160744,27443,18.6,200000,30000,0,3
good,2,35.39,2,3,5,2,5,50000,768692,155317,51.3,100000,253000,0,1
good,2,52.4,2,2,5,2,3,58000,979493,26126,22.32,200000,70000,0,1
good,1,40.39,2,2,5,2,2,40000,1011642,95304,50.35,220000,115000,0,1
good,1,32.39,2,3,5,2,5,20000,234370,27812,21.42,100000,76500,0,1
bad,1,40.4,2,2,1,2,3,100000,736240,90021,34.83,500000,156192,1,1
good,2,44.41,2,1,5,2,5,97048,2001619,118464,28.58,500000,224375,2,1
good,1,46.41,1,2,3,1,4,73600,1453830,234,24.7,410000,248001,0,1
good,2,47.41,2,2,5,2,2,46000,377619,87138,74.67,250000,90000,0,1
good,2,37.4,2,2,5,1,5,25000,240364,38330,24.73,80000,206909,0,1
good,1,43.41,2,3,2,2,5,100000,2384048,103437,27.08,500000,220000,0,1
good,1,45.41,1,2,4,1,5,60000,688015,55178,41.62,300000,267501,0,1
good,2,25.39,1,2,1,2,5,22000,135991,25545,31.7,160000,28000,4,2
bad,2,46.41,1,2,2,2,5,104000,2214059,613012,50.47,500000,318388,5,1
good,2,38.4,2,2,5,2,3,50000,85546,17794,20.42,100000,35000,0,1
good,1,27.4,2,2,1,1,2,20000,421675,65888,18.92,90000,81500,0,1
good,1,39.41,2,2,1,2,3,35000,96446,37861,41.27,120000,83000,0,3
good,2,28.4,1,3,5,1,3,28000,784403,131150,74,100000,187200,0,1
good,1,44.41,2,2,2,2,3,20000,647479,13995,21.3,112000,29000,0,1
good,2,35.4,2,2,1,2,4,70000,341116,23351,21.52,300000,65000,1,1
good,1,32.4,1,2,5,2,3,40000,160744,11186,20.08,200000,40000,0,2
good,2,46.41,2,1,5,2,5,90000,938467,153511,25.45,500000,455000,0,1
good,2,38.41,2,2,5,2,5,30000,176010,27602,30.87,195000,37500,1,2
good,1,36.41,2,2,5,1,5,21000,65947,5331,19.4,80000,21000,0,3
good,2,31.41,1,3,5,2,2,60000,1634723,149660,74.99,224000,154000,0,1
good,1,46.42,2,2,5,2,2,50000,220372,83198,44.72,100000,299889,0,3
good,1,29.41,2,2,5,2,3,70000,635012,22570,48.65,350000,181000,0,3
good,2,25.4,1,2,5,1,3,35000,718027,89,20.25,190000,60000,0,1
good,1,38.41,2,2,1,2,3,50000,239271,120782,57.59,200000,263500,0,3
good,2,53.42,2,2,1,2,2,50000,80372,167604,55.1,100000,306500,0,3
good,2,27.41,1,2,5,2,2,45104,495052,239493,67.87,250000,280000,3,1
good,1,41.42,1,1,1,2,3,30000,329101,235778,70.96,150000,385475,0,1
good,2,30.41,2,2,5,2,3,55000,932170,0,27.18,400000,51001,2,1
good,2,40.42,2,2,5,2,3,7000,663082,85043,46.98,130000,212511,0,1
good,1,33.42,2,3,5,2,5,60000,0,0,35.17,300000,0,0,1
good,2,43.43,2,1,5,2,5,70000,1336675,60128,27.29,339000,253861,0,1
good,2,47.43,2,2,5,2,3,55000,440744,0,30.99,200000,0,0,2
good,2,41.43,2,2,1,2,3,70000,802977,0,20.11,150000,0,0,1
good,1,30.42,2,2,5,2,2,42000,1095054,22989,20.48,230000,66000,0,1
good,2,46.43,2,3,5,2,2,23000,636127,670,42.54,127000,30000,0,1
